Title,Price,InStock,Description,Link
"REDRAGON K579 Mechanical Gaming Keyboard Wired RGB LED Backlit Mechanical","950 LE","N/A","  REDRAGON K579 Mechanical Gaming Keyboard Wired RGB LED Backlit Mechanical Gamers Keyboard with Macro Keys 104 Keys for Computer PC Laptop Fast Clicky Cherry Blue Switches Equivalent  ","https://www.sigma-computer.com/item?id=1229&name=REDRAGON_K579_Mechanical_Gaming_Keyboard_Wired_RGB_LED_Backlit_Mechanical"
"ONIKUMA Gaming Headset - Stereo K8 Gaming Headset for PS4  red","199 LE","N/A"," ★【CLEAR COMMUNICATION】Premium omnidirectional microphone with noise cancelling technology can pick up your voice in 360 degrees. Without any external noise, perfect to chat with other players.  ★【NOISE REDUCTION MICROPHONE】Onmi-directional positioned of the microphone can be adjusted freely. With the noise reduction function and the sensitivity of the microphone makes the sound pick up and transmission clearly and loudly.  ★【COMFORTABLE GAMING SESSION】Unique 3-pieces of padded adjustable headband fits all gamers at any age. With Updated memory foam around each ear cushions offers you long-wearing comfort, allowing many hours of gaming fun.  ★【STEREO SURROUND】SOUNDImmersive stereo sound effect with the 50mm driver. The bass hits hard and the high are crystal clear. Sound is loud and clear. The soft and adjustable over-ear covered ear cups offer better noise insulation experience.  ★【MULTI-PLATFORM COMPATIBLE】Designed professionally for gaming devices PS4; PS4 Pro; PS4 Slim; Xbox one;Xbox one S. Meanwhile, fits for pc; laptop; smartphones; Nintendo Switch (Audio Only), Nintendo new 3DS LL/3DS (Audio Only) and other devices with the 3.5mm audio connector.(PLEASE NOTE: the old version Xbox one require additional adapter).  ","https://www.sigma-computer.com/item?id=1213&name=ONIKUMA_Gaming_Headset_-_Stereo_K8_Gaming_Headset_for_PS4__red"
"ONIKUMA K8 Wired Stereo Gaming Headphones With Mic LED Lights","599 LE","N/A"," Works with aux 3.5mm cable and USB for LED Lighting only. Works with pc / ps4 / mobile / Xbox / laptop. Stereo Sound, 50mm Drivers, noise cancelation microphone.                                 ","https://www.sigma-computer.com/item?id=1212&name=ONIKUMA_K8_Wired_Stereo_Gaming_Headphones_With_Mic_LED_Lights"
"ONIKUMA K1-B Gaming Headset BLUE","350 LE","N/A","   Specially Designed to Play Mobile Games Professionally                Immersive Camouflage Design               Convenient 1.2m Cable               Anti - Violence Distortion               For Xbox, Ps, Pc, Switch, Laptop, ios  Device, Android Device         ","https://www.sigma-computer.com/item?id=1202&name=ONIKUMA_K1-B_Gaming_Headset_BLUE"
"ONIKUMA K1-B Gaming Headset RED","375 LE","N/A","   Specially Designed to Play Mobile Games Professionally                Immersive Camouflage Design               Convenient 1.2m Cable               Anti - Violence Distortion               For Xbox, Ps, Pc, Switch, Laptop, ios  Device, Android Device               ","https://www.sigma-computer.com/item?id=1201&name=ONIKUMA_K1-B_Gaming_Headset_RED"
"Dell G5 15 5590 (i7-9750H, 1660Ti, 128GB SSD, 1T, IPS , 16GB) Laptop Windows 10","22500 LE","N/A"," Dell G5 15 5590 (i7-9750H, 1660Ti, 128GB SSD, 1T, IPS , 16GB) Laptop Windows 10  ","https://www.sigma-computer.com/item?id=1169&name=Dell_G5_15_5590_(i7-9750H,_1660Ti,_128GB_SSD,_1T,_IPS_,_16GB)_Laptop_Windows_10"
"Dell G5 15 5590 (i7-9750H, RTX 2070, 512GB SSD, 1T, FHD, 16GB) Laptop ","29950 LE","N/A"," Dell G5 15 5590 (i7-9750H, RTX 2070, 512GB SSD, 1T, FHD, 16GB) Laptop   ","https://www.sigma-computer.com/item?id=1167&name=Dell_G5_15_5590_(i7-9750H,_RTX_2070,_512GB_SSD,_1T,_FHD,_16GB)_Laptop_"
"Dell G5 15-5590 15.6 inch FHD IPS- core i7-9750H- 16GB RAM- 1TB - 256 GB SSD- NVIDIA GTX1660Ti 6GB","19800 LE","N/A"," Dell G5 15 5590 (i7-9750H, 1660Ti, 256GB SSD, 1T, IPS , 16GB) Laptop  ","https://www.sigma-computer.com/item?id=1166&name=Dell_G5_15-5590_15.6_inch_FHD_IPS-_core_i7-9750H-_16GB_RAM-_1TB_-_256_GB_SSD-_NVIDIA_GTX1660Ti_6GB"
"Dell G5 15 5590 (i7-9750H, RTX 2060 ,256G SSD, 1T, FHD, 16GB) Laptop","22800 LE","N/A"," Dell G5 15 5590 (i7-9750H, RTX 2060 ,256G SSD, 1T, FHD, 16GB) Laptop  ","https://www.sigma-computer.com/item?id=1165&name=Dell_G5_15_5590_(i7-9750H,_RTX_2060_,256G_SSD,_1T,_FHD,_16GB)_Laptop"
"Dell G5 15 5590 (i7-9750H, RTX 2060 , 128GB SSD, 1T, FHD, 16GB) Laptop-Win 10","22000 LE","N/A"," NVIDIA(R) GeForce (R) RTX 2060 with 6GB GDDR6 graphics memor y 128GB M.2 PCIe NVMe Solid Stat e Drive (Boot) + 1TB 5400 rpm 2.5  SATA Hard Drive (Storage 15.6 inch FHD (1920 x 1080) IPS 300-nits Display 16GB, 2x8GB, DDR4, 2666MHz 9th Generation Intel(R) Core(T M) i7-9750H (12MB Cache, up to 4.5 GHz, 6 cores) Windows 10  ","https://www.sigma-computer.com/item?id=1163&name=Dell_G5_15_5590_(i7-9750H,_RTX_2060_,_128GB_SSD,_1T,_FHD,_16GB)_Laptop-Win_10"
"DELL INSPIRON 3593 INTEL CORE I5-1035G1 4GB DDR4 1TB HDD NVIDIA GEFORCE MX230 2GB","10000 LE","N/A","        Enjoy a 15-inch 3593 laptop, you can get your daily work done or watch your favorite movies. It features 10th gen Intel® Core processors & a range of connectors.                       ","https://www.sigma-computer.com/item?id=1161&name=DELL_INSPIRON_3593_INTEL_CORE_I5-1035G1_4GB_DDR4_1TB_HDD_NVIDIA_GEFORCE_MX230_2GB"
"Redragon P012 Mouse Pad with Stitched Edges, Premium-Textured Mouse Mat","249 LE"," In Stock  "," Redragon P012 Mouse Pad with Stitched Edges, Premium-Textured Mouse Mat, Non-Slip Rubber Base Mousepad for Laptop, Computer & PC, 12.8 x10 x0.11 inches          ","https://www.sigma-computer.com/item?id=1155&name=Redragon_P012_Mouse_Pad_with_Stitched_Edges,_Premium-Textured_Mouse_Mat"
"Redragon K577R Kali Mechanical Gaming Keyboard, Rainbow Backlit Brown Switches","1899 LE"," In Stock  ","   Redragon K577R Kali Mechanical Gaming Keyboard, Rainbow Backlit, Wired Competitive Ergonomic Keyboard with Tactile Brown Switches for Esports, Letter Typing with PC and Laptop, 104 Key          ","https://www.sigma-computer.com/item?id=1154&name=Redragon_K577R_Kali_Mechanical_Gaming_Keyboard,_Rainbow_Backlit_Brown_Switches"
"Western Digital Blue 2TB Hard Disk Drive - 5400 RPM SATA 6 Gb s 128MB Cache 2.5 Inch LAPTOP ","2899 LE","N/A","   Capacity  	2 TB  	Interface  	SATA  	Dimensions (L x W x H)  	3.94  x 2.75  x 0.28   	Form Factor  	2.5 Inch  	Disk Speed (RPM)  	5400rpm  	Recording Technology  	SMR            ","https://www.sigma-computer.com/item?id=1143&name=Western_Digital_Blue_2TB_Hard_Disk_Drive_-_5400_RPM_SATA_6_Gb_s_128MB_Cache_2.5_Inch_LAPTOP_"
"LOGITECH WIRELESS MOUSE M325 ","349 LE","N/A","  WHEEL FOR THE WEB  Say good-bye to the tricky touchpad. Micro-precise scrolling makes everything you love to do online easier.    A COMFORT TO MANY  Treat your hand to the comfy, contoured shape and soft rubber grips of the best-selling shape in the world.1    18 MONTHS OF FUN  With up to 18 months of battery life, it’s so hassle free you might just forget it runs on batteries.2    MICRO-PRECISE SCROLLING  Designed for how you use the Web, our newest micro-precise scrolling makes reading your Facebook®, shopping online or scrolling through Google® searches easier. Plus, tilting the wheel moves you backward or forward on the Web.3    COMFORTABLE CONTOURED DESIGN  Based on the best-selling shape in the world, the contoured shape with textured rubber grips keeps your hand happy—even after long hours.1    UP TO 18-MONTH BATTERY LIFE  The long battery life virtually eliminates the hassle of changing batteries. Smart sleep mode saves power, while an indicator light eliminates surprises.    CONNECT WITH EASE  You pop the tiny Logitech Unifying receiver in your notebook and leave it there. You can even add more devices. Plug it. Forget it. Add to it. LEARN MORE ABOUT THE UNIFYING RECEIVER. DOWNLOAD THE UNIFYING SOFTWARE    LOGITECH ADVANCED 2.4 GHZ WIRELESS  You get the reliability of a cord with wireless convenience and freedom—fast data transmission and virtually no delays or dropouts.    LOGITECH ADVANCED OPTICAL TRACKING  From surfing the Web to navigating your Facebook with precision clicking, pointing and dragging, everything you do on your laptop is just easier thanks to our advanced tracking technology. And you don’t need a mouse pad either. LEARN MORE ABOUT LOGITECH ADVANCED OPTICAL TRACKING.    LOGITECH RELIABILITY  You get the high quality and reliability that have made Logitech the global leader for mice at a price you can afford—plus a three-year limited hardware warranty.    PERFECT FOR LAPTOPS  Your mouse works with Windows®, Mac, Chrome OS and Linux®. No matter what type of computer you own today—or buy tomorrow—you can depend on your mouse to work like you expect.    ","https://www.sigma-computer.com/item?id=1096&name=LOGITECH_WIRELESS_MOUSE_M325_"
"Team Group GX1 2.5 SSD SATA 6Gb/s 120G","425 LE","N/A","  Description:    Model Number : T253x1120G External Product ID : 7654416452643 Storage Device Use : Internal Laptop & PC Drive Type : SSD Drive Interface Type : null Compatible operating systems : Windows External Product ID Type : EAN-13 Brand : TeamGroup    ","https://www.sigma-computer.com/item?id=1050&name=Team_Group_GX1_2.5_SSD_SATA_6Gb/s_120G"
"Cooler Master NOTEPAL CMC3 Notebook  cooler","449 LE","N/A"," Silent 200mm fan to keep your laptop cool  Ergonomic design for best viewing / typing angle  Lightweight material for easy stow away  USB extension port included  Front anti-slip holder  Supports up to 15  laptops    ","https://www.sigma-computer.com/item?id=1027&name=Cooler_Master_NOTEPAL_CMC3_Notebook__cooler"
"Dell G5 15 5590 15.6-inch FHD IPS  i7-9750H - 16GB - GeForce GTX 1650 with 4GB 1TB + 256GB SSD Laptop	","22000 LE","N/A"," NVIDIA(R) GeForce(R) GTX 1650 with 4GB GDDR5 graphics memory  256GB M.2 PCIe NVMe Solid Stat e Drive (Boot) + 1TB 5400 rpm 2.5  SATA Hard Drive (Storage) 15.6-inch FHD (1920 x 1080) An ti-glare LED Backlight Non-tou ch Narrow Border IPS Display 16GB, 2x8GB, DDR4, 2666MHz 9th Generation Intel(R) Core(T M) i7-9750H (12MB Cache, up to 4.5 GHz, 6 cores)  ","https://www.sigma-computer.com/item?id=1020&name=Dell_G5_15_5590_15.6-inch_FHD_IPS__i7-9750H_-_16GB_-_GeForce_GTX_1650_with_4GB_1TB_+_256GB_SSD_Laptop	"
"Dell G5 15 5590 (i7-9750H, 1660Ti, 256GB SSD, 1T, IPS , 16GB) Laptop	Win10","20200 LE","N/A"," NVIDIA(R) GeForce(R) GTX 1660 Ti with 6GB GDDR6 graphics mem ory 256GB M.2 PCIe NVMe Solid Stat e Drive (Boot) + 1TB 5400 rpm 2.5  SATA Hard Drive (Storage)  15.6 inch FHD(1920 x 1080) 300 nits IPS Anti-Glare LED Backli t Display with  refresh r ate 16GB, 2x8GB, DDR4, 2666MHz 9th Generation Intel® Core™ i7 -9750H (12MB Cache, up to 4.5 GHz, 6 cores) Win10  ","https://www.sigma-computer.com/item?id=1018&name=Dell_G5_15_5590_(i7-9750H,_1660Ti,_256GB_SSD,_1T,_IPS_,_16GB)_Laptop	Win10"
"Dell G5 15 5590 (i7-9750H, RTX 2060 , 256GB SSD, 1T, FHD, 16GB) Laptop-Win 10","22500 LE","N/A"," NVIDIA(R) GeForce (R) RTX 2060 with 6GB GDDR6 graphics memor y 256GB M.2 PCIe NVMe Solid Stat e Drive (Boot) + 1TB 5400 rpm 2.5  SATA Hard Drive (Storage 15.6 inch FHD (1920 x 1080) IPS 300-nits Display 16GB, 2x8GB, DDR4, 2666MHz 9th Generation Intel(R) Core(T M) i7-9750H (12MB Cache, up to 4.5 GHz, 6 cores) Windows 10  ","https://www.sigma-computer.com/item?id=1013&name=Dell_G5_15_5590_(i7-9750H,_RTX_2060_,_256GB_SSD,_1T,_FHD,_16GB)_Laptop-Win_10"
"Cooler Master NOTEPAL X150R HIGH PERFORMANCE LAPTOP COOLER","1075 LE","N/A"," Performance Cooling Design  Metal Mesh Surface  Silence and Performance  Blue LED  Supports Various Sizes    ","https://www.sigma-computer.com/item?id=1011&name=Cooler_Master_NOTEPAL_X150R_HIGH_PERFORMANCE_LAPTOP_COOLER"
"Omen by HP 2019 15-Inch Gaming Laptop, Intel i7-9750H Processor, NVIDIA GTX 1650 4 GB, 16 GB RAM, 1T 256 GB SSD, VR Ready, Windows 10 Home ","18500 LE","N/A"," Omen by HP 2019 15-Inch Gaming Laptop, Intel i7-9750H Processor, NVIDIA GTX 1650 4 GB, 16 GB RAM, 1T 256 GB SSD, VR Ready, Windows 10 Home   ","https://www.sigma-computer.com/item?id=985&name=Omen_by_HP_2019_15-Inch_Gaming_Laptop,_Intel_i7-9750H_Processor,_NVIDIA_GTX_1650_4_GB,_16_GB_RAM,_1T_256_GB_SSD,_VR_Ready,_Windows_10_Home_"
"Sades SA801 Over-Ear Stereo Gaming Headset with Microphone Black Green","250 LE","N/A","   Sades SA801 Over-Ear Stereo Gaming Headset with Microphone Noise Isolation for New Xbox One PC Mac Tablets PS4 Laptop Phone-Black Green        ","https://www.sigma-computer.com/item?id=982&name=Sades_SA801_Over-Ear_Stereo_Gaming_Headset_with_Microphone_Black_Green"
"Headset SADES SA807 Stereo Headphone 3.5mm Wired with Mic for PC Mac New Xbox one","295 LE","N/A","    Can be used not only in PS4 and PC and 2015 Version Xbox One but also compatible with your daily used Phone, Laptop, Tablet, Notebook. Please note that you need extra Microsoft Adapter when connecting your first generation Xbox One controller. The omnidirectional condenser microphone can catch every detailed speaking accurately when collecting sounds, it is much sensitive and the frequency response is much wide. Capture the flying bullets, footsteps and all effects in games easily and deliver a crisp rich and clear sound. Comfortable ear cushions and unique 3-pieces of padded headband guarantee hours of gaming without fatigue. Closed earcups cover your entire ears and cut out external sound very effectively, and without the irritating 'seashell effect' many headsets suffer.     ","https://www.sigma-computer.com/item?id=964&name=Headset_SADES_SA807_Stereo_Headphone_3.5mm_Wired_with_Mic_for_PC_Mac_New_Xbox_one"
"Lenovo Legion Y540 Intel® Core™ i7-9750H 16GB DDR4 1TB+128GB SSD NVIDIA GTX 1650 4GB W10","17500 LE","N/A","   This modern, transportable 15.6-inch laptop computer pushes gaming efficiency to a brand new stage. Its latest-generation specs assure you severe energy. Thermally optimized to run cooler and quieter with a full-sized white-backlit keyboard, the Lenovo Legion Y540 Laptop computer is primed for many who demand gaming wherever life takes them              ","https://www.sigma-computer.com/item?id=962&name=Lenovo_Legion_Y540_Intel®_Core™_i7-9750H_16GB_DDR4_1TB+128GB_SSD_NVIDIA_GTX_1650_4GB_W10"
"Omen by HP 2019 15-Inch Gaming Laptop i7-9750H, 1660Ti 6 GB, 16 GB RAM,1T + 256 GB SSD, W10	","23000 LE","N/A"," Omen by HP 2019 15-Inch Gaming Laptop i7-9750H, 1660Ti 6 GB, 16 GB RAM,1T + 256 GB SSD, W10   ","https://www.sigma-computer.com/item?id=944&name=Omen_by_HP_2019_15-Inch_Gaming_Laptop_i7-9750H,_1660Ti_6_GB,_16_GB_RAM,1T_+_256_GB_SSD,_W10	"
"Lenovo IdeaPad S540 Laptop i5-1650 4GB -IPS-1T  128GB-8 GB","12500 LE","N/A"," LENOVO IDEAPAD S540 INTEL CORE I5-8265U 8GB DDR4 1TB+128GB SSD NVIDIA GTX1650 4GB  ","https://www.sigma-computer.com/item?id=937&name=Lenovo_IdeaPad_S540_Laptop_i5-1650_4GB_-IPS-1T__128GB-8_GB"
"WD Green 480GB Internal PC SSD - SATA III 6 Gb/s, 2.5","1349 LE","N/A","  SC (single-level Cell) caching boosts write performance to quickly perform everyday tasks Shock-resistant and WD F. I. To lab certified for compatibility and reliability Ultra low power-draw so you can use your laptop PC for longer periods of time Available in 2. 5”/7mm cased and M. 2 2280 form factors to accommodate most PCs         ","https://www.sigma-computer.com/item?id=920&name=WD_Green_480GB_Internal_PC_SSD_-_SATA_III_6_Gb/s,_2.5"
"HP 15-da1018ne Laptop - Intel Core i5 - 8GB RAM - 1TB HDD - 15.6-inch HD - 4GB GPU - DOS ","8500 LE","N/A"," HP 15-da1018ne Laptop - Intel Core i5 - 8GB RAM - 1TB HDD - 15.6-inch HD - 4GB GPU - DOS   ","https://www.sigma-computer.com/item?id=917&name=HP_15-da1018ne_Laptop_-_Intel_Core_i5_-_8GB_RAM_-_1TB_HDD_-_15.6-inch_HD_-_4GB_GPU_-_DOS_"
"Redragon K561R VISNU Mechanical RAINBOW Gaming Keyboard","599 LE","N/A","   Redragon K561 VISNU Mechanical Gaming Keyboard, Anti-ghosting 87 Keys, RAINBOW LIGHT, Wired Compact Keyboard with Clicky Blue Switches for Laptop, Windows, PC Games        ","https://www.sigma-computer.com/item?id=913&name=Redragon_K561R_VISNU_Mechanical_RAINBOW_Gaming_Keyboard"
"Dell Inspiron 3581 i3 Laptop 1T 4G RAM ","5700 LE","N/A"," Intel® Core I3-7020U 3M Cache 2.30 GHz Intel HD Graphics 620    15.6  Inch HD 1T Hard Drive 4 GB Memory   ","https://www.sigma-computer.com/item?id=912&name=Dell_Inspiron_3581_i3_Laptop_1T_4G_RAM_"
"Lenovo Laptop M-L340 Core™  i7-8565U  1TB 8GB","14400 LE","N/A"," 8th Generation Intel® Core™ i7-8565U  NVIDIA® GeForce® MX 230 2GB GDDR5 15.6  HD (1366x768) 1TB Hard Drive 8GB 2400MHz DDR4   ","https://www.sigma-computer.com/item?id=908&name=Lenovo_Laptop_M-L340_Core™__i7-8565U__1TB_8GB"
"Lenovo Laptop M-L340 Core™ i5-8265U 1TB 4GB","7950 LE","N/A"," 8th Generation Intel® Core™ i5-8265U Processor NVIDIA® GeForce® MX 110 2GB GDDR5  15.6  HD (1366x768) 1TB Hard Drive 4GB 2400MHz DDR4   ","https://www.sigma-computer.com/item?id=907&name=Lenovo_Laptop_M-L340_Core™_i5-8265U_1TB_4GB"
"Redragon H120 Wired Gaming Headset with Microphone  for Mobiles/Smart Devices, PC and PS4 (Black)","225 LE","N/A","  Crystal clear sound and excellent noise isolation brings you a total immersion into your gaming session; The 40mm neodymium directional drivers with 103dB sensitivity deliver extreme audio precision, while the soft padded Closed ear cups offer advanced passive noise isolation The headset offers ultimate comfort for prolonged gaming sessions through its low weight and noise reducing closed ear cups using soft comfortable signature memory foam with highly adjustable headband for perfect fit Highly adjustable noise cancelling microphone; the highly adjustable microphone offers optimized noise and echo cancelling technology for your voice chat during gaming sessions High quality cable with smart in-line volume control, the 6 foot long high quality cable comes with a gold plated 3.5mm connector and smart in-line volume controller which offers convenient and precise volume control Included is a 2 x 3.5mm to 1 x 3.5mm adapter ensuring complete compatibility to support all your devices such as PC, Laptop, Mobile, Console and more.     ","https://www.sigma-computer.com/item?id=875&name=Redragon_H120_Wired_Gaming_Headset_with_Microphone__for_Mobiles/Smart_Devices,_PC_and_PS4_(Black)"
